--Rotas do 1º turno-----------------------------
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 19º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 20º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 21º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 22º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 23º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 24º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 25º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 26º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 27º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 28º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
125 -> 736 (200)
174 -> 717 (198)
469 -> 943 (194)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (194)
991 -> 569 (101)
Fluxo: 693
Arestas removidas: 73867

--Rotas do 29º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 30º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 31º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 32º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 33º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 34º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 35º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 36º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 37º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 38º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73922

--Rotas do 39º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (200)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
676 -> 125 (55)
717 -> 40 (198)
736 -> 442 (200)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 673
Arestas removidas: 73925

--Rotas do 40º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (183)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (183)
795 -> 125 (183)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 656
Arestas removidas: 74126

--Rotas do 41º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (183)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (183)
795 -> 125 (183)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 656
Arestas removidas: 74126

--Rotas do 42º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (183)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (183)
795 -> 125 (183)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 656
Arestas removidas: 74126

--Rotas do 43º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
125 -> 736 (178)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
736 -> 442 (178)
795 -> 125 (178)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 651
Arestas removidas: 74126

--Rotas do 44º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 473
Arestas removidas: 74126

--Rotas do 45º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (198)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 473
Arestas removidas: 74126

--Rotas do 46º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (198)
252 -> 174 (178)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (198)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 473
Arestas removidas: 74127

--Rotas do 47º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 456
Arestas removidas: 74152

--Rotas do 48º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 456
Arestas removidas: 74152

--Rotas do 49º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 456
Arestas removidas: 74152

--Rotas do 50º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 456
Arestas removidas: 74152

--Rotas do 51º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (174)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (174)
569 -> 93 (101)
717 -> 40 (181)
937 -> 110 (4)
943 -> 383 (174)
991 -> 569 (101)
Fluxo: 456
Arestas removidas: 74154

--Rotas do 52º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 53º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 54º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 55º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 56º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 57º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 58º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 59º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 60º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 61º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 62º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 63º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 64º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 65º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 66º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 67º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 68º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 69º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 70º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 71º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 72º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 73º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 74º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 75º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 76º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (181)
245 -> 252 (66)
252 -> 174 (181)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (181)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 442
Arestas removidas: 74175

--Rotas do 77º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (135)
245 -> 252 (135)
252 -> 174 (135)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (135)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 396
Arestas removidas: 74179

--Rotas do 78º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (135)
245 -> 252 (135)
252 -> 174 (135)
447 -> 943 (160)
569 -> 93 (101)
717 -> 40 (135)
943 -> 383 (160)
991 -> 569 (101)
994 -> 110 (160)
Fluxo: 396
Arestas removidas: 74179

--Rotas do 79º turno-----------------------------
38 -> 991 (101)
93 -> 50 (101)
110 -> 447 (160)
174 -> 717 (135)
245 -> 252 (135)
252 -> 174 (135)
447 -> 943 (160)
