--Rotas do 1º turno-----------------------------
0 -> 245 (178)
1 -> 524 (116)
2 -> 287 (172)
3 -> 124 (152)
4 -> 194 (185)
5 -> 287 (144)
5 -> 524 (47)
6 -> 245 (41)
7 -> 544 (80)
8 -> 194 (146)
9 -> 7 (48)
9 -> 12 (140)
9 -> 15 (181)
9 -> 41 (157)
9 -> 47 (130)
9 -> 65 (188)
9 -> 93 (141)
9 -> 125 (136)
9 -> 151 (76)
9 -> 176 (45)
9 -> 186 (189)
9 -> 189 (33)
9 -> 195 (172)
9 -> 197 (105)
9 -> 229 (158)
9 -> 271 (200)
9 -> 302 (176)
9 -> 321 (127)
9 -> 356 (162)
9 -> 360 (47)
9 -> 392 (133)
9 -> 400 (130)
9 -> 405 (159)
9 -> 433 (97)
9 -> 573 (145)
9 -> 592 (140)
11 -> 524 (165)
12 -> 124 (119)
12 -> 194 (21)
13 -> 245 (157)
14 -> 486 (95)
15 -> 124 (177)
15 -> 245 (4)
16 -> 194 (98)
17 -> 287 (165)
18 -> 378 (200)
19 -> 245 (141)
19 -> 287 (42)
20 -> 544 (38)
21 -> 10 (63)
21 -> 524 (28)
22 -> 245 (168)
25 -> 245 (133)
25 -> 531 (66)
26 -> 452 (179)
27 -> 287 (179)
28 -> 2 (123)
28 -> 26 (141)
28 -> 44 (102)
28 -> 81 (134)
28 -> 90 (110)
28 -> 91 (129)
28 -> 92 (72)
28 -> 106 (69)
28 -> 148 (139)
28 -> 165 (164)
28 -> 173 (200)
28 -> 181 (133)
28 -> 188 (93)
28 -> 199 (77)
28 -> 214 (146)
28 -> 237 (114)
28 -> 242 (141)
28 -> 277 (127)
28 -> 280 (151)
28 -> 281 (159)
28 -> 305 (138)
28 -> 308 (127)
28 -> 408 (187)
28 -> 410 (188)
28 -> 485 (165)
28 -> 487 (165)
28 -> 527 (53)
28 -> 542 (25)
28 -> 550 (124)
29 -> 194 (194)
30 -> 287 (183)
31 -> 17 (129)
31 -> 21 (91)
31 -> 60 (141)
31 -> 83 (156)
31 -> 95 (141)
31 -> 109 (95)
31 -> 126 (137)
31 -> 134 (181)
31 -> 137 (137)
31 -> 147 (117)
31 -> 159 (199)
31 -> 161 (154)
31 -> 164 (109)
31 -> 178 (127)
31 -> 184 (141)
31 -> 194 (131)
31 -> 234 (195)
31 -> 237 (85)
31 -> 245 (165)
31 -> 291 (91)
31 -> 326 (11)
31 -> 343 (57)
31 -> 363 (130)
31 -> 526 (180)
31 -> 558 (107)
32 -> 544 (197)
34 -> 245 (147)
35 -> 124 (99)
35 -> 486 (20)
36 -> 124 (147)
37 -> 452 (176)
38 -> 452 (47)
39 -> 0 (170)
39 -> 8 (116)
39 -> 22 (120)
39 -> 37 (74)
39 -> 44 (76)
39 -> 80 (173)
39 -> 98 (79)
39 -> 107 (189)
39 -> 119 (110)
39 -> 127 (168)
39 -> 171 (84)
39 -> 172 (172)
39 -> 177 (175)
39 -> 188 (89)
39 -> 196 (168)
39 -> 202 (132)
39 -> 212 (173)
39 -> 229 (19)
39 -> 260 (158)
39 -> 333 (165)
39 -> 345 (191)
