--Rotas do 1º turno-----------------------------
0 -> 129 (153)
1 -> 227 (97)
1 -> 337 (20)
2 -> 129 (124)
2 -> 337 (38)
3 -> 28 (106)
4 -> 335 (197)
5 -> 227 (184)
6 -> 91 (106)
6 -> 225 (11)
7 -> 0 (132)
7 -> 3 (104)
7 -> 11 (195)
7 -> 12 (185)
7 -> 16 (172)
7 -> 20 (190)
7 -> 22 (173)
7 -> 24 (200)
7 -> 33 (130)
7 -> 44 (178)
7 -> 48 (129)
7 -> 58 (192)
7 -> 60 (102)
7 -> 61 (149)
7 -> 65 (162)
7 -> 76 (119)
7 -> 91 (165)
7 -> 93 (141)
7 -> 97 (172)
7 -> 99 (152)
7 -> 104 (66)
7 -> 108 (184)
7 -> 119 (185)
7 -> 124 (138)
7 -> 126 (150)
7 -> 127 (126)
7 -> 129 (133)
7 -> 147 (181)
7 -> 215 (164)
7 -> 225 (124)
7 -> 227 (169)
7 -> 337 (110)
7 -> 376 (159)
8 -> 91 (175)
9 -> 129 (134)
9 -> 198 (51)
10 -> 129 (151)
10 -> 337 (28)
11 -> 198 (199)
12 -> 28 (170)
12 -> 198 (15)
13 -> 129 (168)
13 -> 198 (30)
14 -> 1 (117)
14 -> 2 (162)
14 -> 8 (116)
14 -> 13 (198)
14 -> 19 (132)
14 -> 21 (123)
14 -> 22 (7)
14 -> 23 (197)
14 -> 26 (154)
14 -> 28 (99)
14 -> 33 (10)
14 -> 35 (191)
14 -> 41 (135)
14 -> 44 (12)
14 -> 50 (168)
14 -> 129 (119)
14 -> 225 (80)
14 -> 227 (140)
14 -> 311 (147)
14 -> 337 (171)
15 -> 225 (181)
16 -> 94 (166)
16 -> 198 (6)
17 -> 198 (148)
17 -> 225 (40)
18 -> 91 (138)
18 -> 129 (31)
19 -> 365 (161)
20 -> 198 (194)
21 -> 227 (150)
22 -> 94 (180)
23 -> 94 (195)
23 -> 129 (2)
24 -> 94 (170)
24 -> 198 (30)
25 -> 3 (2)
25 -> 5 (156)
25 -> 10 (179)
25 -> 11 (4)
25 -> 21 (27)
25 -> 39 (114)
25 -> 59 (188)
25 -> 68 (128)
25 -> 70 (96)
25 -> 72 (109)
25 -> 73 (157)
25 -> 79 (194)
25 -> 85 (156)
25 -> 87 (139)
25 -> 88 (117)
25 -> 92 (85)
25 -> 97 (5)
25 -> 110 (124)
25 -> 111 (170)
25 -> 112 (150)
25 -> 115 (171)
25 -> 118 (137)
25 -> 129 (98)
25 -> 135 (191)
25 -> 137 (191)
25 -> 151 (126)
25 -> 152 (136)
25 -> 163 (184)
25 -> 171 (157)
25 -> 198 (185)
25 -> 227 (176)
25 -> 234 (169)
26 -> 91 (167)
27 -> 198 (114)
27 -> 225 (39)
29 -> 227 (158)
30 -> 225 (195)
31 -> 337 (174)
32 -> 91 (171)
32 -> 129 (8)
33 -> 129 (140)
34 -> 198 (199)
35 -> 129 (142)
35 -> 335 (49)
36 -> 94 (162)
37 -> 129 (178)
37 -> 337 (19)
38 -> 8 (59)
38 -> 20 (4)
38 -> 26 (13)
38 -> 27 (153)
38 -> 29 (142)
38 -> 30 (183)
38 -> 36 (152)
38 -> 56 (165)
38 -> 65 (18)
38 -> 71 (128)
38 -> 74 (142)
38 -> 78 (200)
38 -> 86 (120)
38 -> 89 (78)
38 -> 95 (122)
38 -> 103 (131)
38 -> 147 (9)
38 -> 225 (198)
38 -> 227 (47)
38 -> 322 (169)
38 -> 335 (111)
38 -> 337 (108)
39 -> 28 (114)
41 -> 91 (139)
42 -> 227 (72)
43 -> 129 (161)
43 -> 227 (35)
44 -> 129 (190)
45 -> 28 (187)
45 -> 198 (12)
46 -> 335 (197)
47 -> 9 (185)
47 -> 28 (67)
47 -> 30 (12)
47 -> 31 (122)
47 -> 43 (196)
47 -> 63 (182)
47 -> 66 (175)
47 -> 72 (12)
47 -> 75 (169)
47 -> 121 (177)
47 -> 127 (73)
47 -> 129 (95)
47 -> 131 (178)
47 -> 132 (77)
47 -> 134 (178)
47 -> 152 (2)
47 -> 157 (133)
47 -> 160 (149)
47 -> 165 (118)
47 -> 166 (165)
47 -> 178 (108)
47 -> 198 (58)
47 -> 203 (122)
47 -> 227 (172)
47 -> 287 (159)
47 -> 335 (49)
47 -> 337 (133)
48 -> 198 (116)
48 -> 227 (13)
49 -> 0 (21)
49 -> 4 (192)
49 -> 6 (117)
49 -> 28 (194)
49 -> 34 (114)
49 -> 41 (4)
49 -> 73 (38)
49 -> 77 (185)
49 -> 80 (154)
49 -> 81 (126)
49 -> 83 (166)
49 -> 91 (124)
49 -> 102 (111)
49 -> 105 (173)
49 -> 114 (178)
49 -> 123 (151)
49 -> 146 (139)
49 -> 198 (66)
49 -> 218 (139)
49 -> 257 (128)
49 -> 286 (138)
49 -> 337 (45)
49 -> 367 (148)
50 -> 91 (129)
50 -> 335 (39)
51 -> 129 (171)
51 -> 225 (16)
52 -> 335 (134)
53 -> 4 (5)
53 -> 15 (124)
53 -> 18 (169)
53 -> 34 (85)
53 -> 36 (10)
53 -> 37 (197)
53 -> 45 (199)
53 -> 60 (35)
53 -> 68 (11)
53 -> 86 (51)
53 -> 91 (163)
53 -> 111 (1)
53 -> 117 (162)
53 -> 123 (15)
53 -> 126 (29)
53 -> 131 (14)
53 -> 146 (31)
53 -> 150 (90)
53 -> 165 (50)
53 -> 171 (29)
53 -> 173 (89)
53 -> 174 (97)
53 -> 176 (184)
53 -> 184 (157)
53 -> 187 (109)
53 -> 191 (130)
53 -> 209 (169)
53 -> 216 (115)
53 -> 221 (160)
53 -> 226 (174)
53 -> 227 (109)
53 -> 234 (18)
53 -> 263 (160)
53 -> 296 (127)
53 -> 320 (110)
53 -> 323 (133)
53 -> 325 (110)
53 -> 335 (154)
54 -> 17 (188)
54 -> 32 (179)
54 -> 91 (137)
54 -> 94 (76)
54 -> 95 (69)
54 -> 100 (109)
54 -> 101 (123)
54 -> 103 (58)
54 -> 112 (19)
54 -> 130 (149)
54 -> 145 (159)
54 -> 153 (165)
54 -> 154 (137)
54 -> 164 (133)
54 -> 168 (131)
54 -> 172 (191)
54 -> 173 (11)
54 -> 179 (165)
