--Rotas do 1º turno-----------------------------
0 -> 442 (153)
0 -> 767 (10)
1 -> 599 (193)
2 -> 396 (75)
4 -> 50 (146)
5 -> 383 (92)
5 -> 599 (36)
7 -> 50 (192)
8 -> 40 (163)
8 -> 767 (136)
9 -> 619 (161)
11 -> 40 (154)
11 -> 396 (34)
12 -> 40 (138)
12 -> 815 (44)
13 -> 767 (141)
14 -> 396 (189)
16 -> 383 (45)
17 -> 50 (83)
17 -> 396 (63)
18 -> 50 (142)
19 -> 40 (116)
20 -> 767 (176)
21 -> 442 (159)
23 -> 619 (195)
24 -> 40 (178)
24 -> 599 (7)
25 -> 396 (163)
26 -> 815 (196)
27 -> 383 (152)
29 -> 442 (87)
29 -> 837 (43)
30 -> 442 (89)
30 -> 599 (97)
30 -> 767 (11)
31 -> 40 (194)
32 -> 50 (161)
33 -> 383 (75)
33 -> 925 (86)
34 -> 17 (146)
34 -> 20 (144)
34 -> 27 (142)
34 -> 29 (130)
34 -> 32 (137)
34 -> 36 (179)
34 -> 40 (67)
34 -> 45 (157)
34 -> 102 (170)
34 -> 124 (44)
34 -> 186 (155)
34 -> 210 (145)
34 -> 220 (137)
34 -> 225 (72)
34 -> 233 (186)
34 -> 239 (140)
34 -> 244 (136)
34 -> 257 (97)
34 -> 258 (184)
34 -> 260 (99)
34 -> 285 (176)
34 -> 321 (110)
34 -> 324 (171)
34 -> 342 (166)
34 -> 345 (53)
34 -> 385 (127)
34 -> 386 (200)
34 -> 441 (138)
34 -> 450 (59)
34 -> 510 (83)
34 -> 516 (121)
34 -> 565 (109)
34 -> 684 (105)
34 -> 720 (72)
34 -> 743 (133)
34 -> 768 (154)
34 -> 775 (150)
34 -> 778 (113)
34 -> 842 (173)
34 -> 849 (138)
34 -> 870 (162)
34 -> 951 (110)
34 -> 953 (132)
34 -> 960 (73)
34 -> 965 (66)
35 -> 815 (95)
36 -> 196 (71)
36 -> 442 (108)
37 -> 599 (172)
38 -> 4 (141)
38 -> 21 (131)
38 -> 31 (149)
38 -> 39 (161)
38 -> 40 (49)
38 -> 42 (97)
38 -> 67 (147)
38 -> 72 (105)
38 -> 74 (185)
38 -> 80 (95)
38 -> 83 (155)
38 -> 91 (163)
38 -> 99 (197)
38 -> 100 (168)
38 -> 103 (144)
38 -> 133 (86)
38 -> 139 (106)
38 -> 141 (69)
38 -> 152 (200)
38 -> 167 (123)
38 -> 220 (12)
38 -> 237 (140)
38 -> 277 (180)
38 -> 282 (112)
38 -> 289 (158)
38 -> 297 (145)
38 -> 311 (137)
38 -> 315 (112)
38 -> 317 (188)
38 -> 322 (97)
38 -> 325 (121)
38 -> 330 (158)
38 -> 341 (141)
38 -> 346 (135)
38 -> 348 (76)
38 -> 369 (143)
38 -> 380 (176)
38 -> 400 (158)
38 -> 404 (184)
38 -> 415 (189)
38 -> 419 (160)
38 -> 420 (159)
38 -> 434 (192)
38 -> 443 (119)
38 -> 474 (117)
38 -> 510 (71)
38 -> 515 (37)
38 -> 532 (76)
38 -> 582 (199)
38 -> 598 (152)
38 -> 609 (132)
38 -> 640 (149)
38 -> 755 (139)
38 -> 771 (134)
38 -> 818 (140)
38 -> 848 (175)
38 -> 929 (19)
38 -> 932 (146)
38 -> 975 (16)
38 -> 976 (35)
38 -> 991 (174)
39 -> 40 (185)
41 -> 396 (83)
42 -> 599 (165)
43 -> 514 (115)
43 -> 599 (25)
44 -> 514 (81)
44 -> 815 (32)
45 -> 383 (180)
47 -> 50 (111)
47 -> 767 (82)
48 -> 442 (68)
48 -> 767 (79)
49 -> 396 (157)
51 -> 40 (161)
51 -> 396 (22)
52 -> 815 (166)
53 -> 767 (74)
54 -> 40 (185)
55 -> 396 (152)
55 -> 514 (40)
56 -> 396 (188)
56 -> 599 (5)
57 -> 0 (163)
57 -> 19 (116)
57 -> 44 (113)
57 -> 48 (147)
57 -> 50 (120)
57 -> 52 (156)
57 -> 97 (178)
57 -> 118 (102)
57 -> 137 (153)
57 -> 142 (100)
57 -> 146 (70)
57 -> 150 (165)
57 -> 158 (148)
57 -> 166 (172)
57 -> 172 (170)
57 -> 173 (127)
57 -> 178 (116)
57 -> 179 (102)
57 -> 202 (190)
57 -> 270 (98)
57 -> 295 (144)
57 -> 373 (108)
57 -> 477 (83)
57 -> 505 (108)
57 -> 514 (136)
57 -> 593 (71)
57 -> 604 (18)
57 -> 767 (116)
58 -> 8 (188)
58 -> 24 (185)
58 -> 25 (131)
58 -> 49 (90)
58 -> 61 (139)
58 -> 64 (139)
58 -> 82 (138)
58 -> 251 (195)
58 -> 257 (87)
58 -> 432 (38)
58 -> 466 (82)
59 -> 599 (130)
60 -> 815 (11)
61 -> 50 (139)
62 -> 383 (152)
63 -> 442 (163)
63 -> 767 (7)
64 -> 599 (155)
65 -> 40 (159)
66 -> 619 (197)
67 -> 619 (191)
68 -> 442 (186)
68 -> 671 (6)
69 -> 50 (74)
70 -> 767 (194)
71 -> 767 (81)
71 -> 815 (88)
72 -> 514 (53)
72 -> 619 (52)
73 -> 514 (162)
74 -> 40 (155)
74 -> 165 (6)
74 -> 316 (4)
74 -> 711 (20)
75 -> 40 (106)
75 -> 396 (5)
76 -> 40 (97)
77 -> 40 (178)
77 -> 767 (15)
78 -> 619 (192)
79 -> 396 (184)
79 -> 815 (16)
80 -> 50 (114)
81 -> 396 (135)
81 -> 599 (24)
82 -> 442 (154)
83 -> 396 (189)
84 -> 40 (192)
85 -> 514 (113)
85 -> 999 (13)
86 -> 56 (193)
86 -> 78 (116)
86 -> 98 (75)
86 -> 106 (157)
86 -> 123 (141)
86 -> 130 (102)
86 -> 147 (101)
86 -> 164 (100)
86 -> 170 (176)
86 -> 200 (171)
86 -> 223 (183)
86 -> 232 (59)
86 -> 291 (96)
86 -> 309 (159)
86 -> 393 (58)
86 -> 394 (68)
86 -> 396 (184)
86 -> 409 (87)
86 -> 422 (125)
86 -> 485 (173)
86 -> 584 (82)
86 -> 599 (117)
86 -> 678 (191)
86 -> 739 (168)
86 -> 750 (87)
86 -> 767 (71)
86 -> 775 (50)
86 -> 780 (163)
87 -> 196 (45)
87 -> 883 (42)
88 -> 514 (139)
89 -> 442 (143)
89 -> 815 (17)
91 -> 619 (164)
93 -> 50 (192)
94 -> 815 (163)
95 -> 350 (192)
96 -> 40 (111)
96 -> 50 (60)
97 -> 383 (186)
98 -> 383 (190)
99 -> 50 (108)
99 -> 514 (89)
100 -> 396 (190)
101 -> 599 (176)
102 -> 396 (104)
102 -> 431 (17)
102 -> 588 (11)
102 -> 621 (10)
102 -> 663 (28)
103 -> 383 (126)
103 -> 671 (18)
104 -> 767 (194)
105 -> 40 (139)
106 -> 442 (157)
107 -> 396 (186)
109 -> 619 (148)
110 -> 23 (191)
110 -> 81 (159)
110 -> 121 (168)
110 -> 191 (141)
110 -> 208 (107)
110 -> 222 (132)
110 -> 235 (173)
110 -> 266 (128)
110 -> 273 (183)
110 -> 282 (67)
110 -> 298 (146)
110 -> 320 (86)
110 -> 344 (182)
110 -> 368 (117)
110 -> 383 (53)
110 -> 392 (149)
110 -> 418 (83)
110 -> 447 (170)
110 -> 478 (151)
110 -> 493 (165)
110 -> 526 (77)
110 -> 550 (170)
110 -> 616 (148)
110 -> 643 (101)
110 -> 659 (162)
110 -> 765 (144)
110 -> 824 (110)
110 -> 838 (122)
110 -> 861 (116)
110 -> 877 (74)
110 -> 931 (23)
111 -> 50 (168)
111 -> 815 (13)
112 -> 396 (166)
113 -> 619 (186)
114 -> 514 (125)
115 -> 599 (89)
116 -> 18 (142)
