--Rotas do 1º turno-----------------------------
351 -> 193 (118)
352 -> 240 (16)
353 -> 311 (161)
354 -> 106 (64)
354 -> 240 (72)
356 -> 311 (192)
357 -> 61 (172)
358 -> 0 (49)
358 -> 106 (92)
359 -> 221 (2)
359 -> 265 (110)
360 -> 3 (156)
360 -> 343 (42)
361 -> 240 (56)
361 -> 399 (30)
362 -> 251 (30)
362 -> 398 (39)
364 -> 193 (184)
365 -> 148 (142)
366 -> 245 (76)
367 -> 188 (7)
368 -> 245 (135)
369 -> 61 (81)
369 -> 343 (93)
370 -> 193 (128)
371 -> 61 (179)
372 -> 61 (169)
372 -> 148 (16)
374 -> 63 (155)
375 -> 265 (200)
376 -> 240 (138)
378 -> 240 (150)
379 -> 193 (111)
380 -> 240 (117)
381 -> 193 (178)
382 -> 193 (188)
383 -> 311 (44)
384 -> 193 (147)
385 -> 3 (168)
386 -> 343 (165)
387 -> 125 (68)
387 -> 237 (2)
387 -> 245 (25)
387 -> 311 (42)
388 -> 3 (3)
388 -> 148 (131)
389 -> 245 (187)
390 -> 240 (66)
391 -> 311 (187)
392 -> 148 (122)
393 -> 311 (150)
394 -> 343 (101)
395 -> 226 (180)
395 -> 265 (48)
397 -> 343 (168)
398 -> 3 (170)
399 -> 368 (125)
Fluxo: 49780
Arestas removidas: 12414

--Rotas do 2º turno-----------------------------
0 -> 265 (187)
1 -> 343 (113)
2 -> 49 (124)
2 -> 62 (34)
2 -> 289 (9)
4 -> 32 (45)
5 -> 13 (119)
5 -> 18 (181)
5 -> 104 (174)
5 -> 154 (85)
5 -> 245 (163)
6 -> 240 (104)
6 -> 343 (35)
7 -> 311 (135)
7 -> 343 (55)
8 -> 148 (172)
9 -> 134 (173)
10 -> 193 (134)
10 -> 265 (33)
11 -> 3 (97)
11 -> 148 (70)
12 -> 305 (12)
12 -> 343 (184)
13 -> 265 (129)
15 -> 3 (120)
17 -> 240 (198)
18 -> 3 (183)
20 -> 7 (190)
20 -> 61 (138)
20 -> 80 (75)
21 -> 193 (136)
22 -> 3 (123)
24 -> 240 (142)
25 -> 3 (164)
25 -> 245 (6)
26 -> 265 (130)
27 -> 3 (180)
27 -> 6 (139)
27 -> 8 (172)
27 -> 10 (167)
27 -> 29 (138)
27 -> 36 (107)
27 -> 54 (128)
27 -> 119 (180)
27 -> 130 (159)
27 -> 131 (197)
27 -> 141 (168)
27 -> 155 (164)
27 -> 161 (158)
27 -> 219 (142)
27 -> 253 (180)
28 -> 193 (52)
28 -> 265 (74)
29 -> 148 (138)
30 -> 193 (135)
31 -> 343 (57)
32 -> 240 (129)
33 -> 3 (165)
33 -> 193 (29)
34 -> 148 (96)
35 -> 311 (183)
36 -> 240 (104)
36 -> 343 (3)
37 -> 99 (52)
37 -> 265 (32)
37 -> 299 (10)
38 -> 240 (143)
39 -> 265 (188)
41 -> 9 (17)
41 -> 114 (40)
42 -> 193 (91)
43 -> 245 (65)
44 -> 265 (70)
45 -> 193 (111)
45 -> 343 (28)
47 -> 3 (185)
49 -> 4 (36)
49 -> 265 (88)
50 -> 193 (143)
52 -> 3 (45)
52 -> 289 (69)
53 -> 193 (47)
54 -> 193 (128)
55 -> 3 (114)
56 -> 3 (81)
56 -> 311 (36)
59 -> 0 (138)
59 -> 33 (194)
59 -> 96 (39)
60 -> 240 (164)
61 -> 240 (125)
62 -> 90 (188)
63 -> 245 (152)
65 -> 136 (47)
66 -> 265 (162)
67 -> 17 (95)
67 -> 38 (34)
67 -> 245 (41)
68 -> 3 (181)
69 -> 391 (14)
70 -> 3 (93)
72 -> 11 (167)
72 -> 77 (125)
72 -> 79 (131)
72 -> 139 (91)
72 -> 147 (163)
72 -> 148 (168)
72 -> 177 (198)
72 -> 178 (89)
72 -> 193 (135)
72 -> 245 (178)
73 -> 61 (161)
76 -> 193 (38)
77 -> 311 (175)
79 -> 311 (160)
80 -> 3 (75)
81 -> 343 (182)
82 -> 3 (114)
83 -> 24 (142)
83 -> 30 (105)
83 -> 39 (182)
83 -> 45 (139)
83 -> 61 (169)
83 -> 67 (170)
83 -> 69 (14)
83 -> 76 (38)
83 -> 97 (85)
83 -> 111 (66)
83 -> 114 (118)
83 -> 127 (69)
83 -> 129 (70)
83 -> 137 (102)
83 -> 139 (53)
83 -> 193 (11)
83 -> 194 (140)
83 -> 204 (26)
83 -> 205 (146)
83 -> 208 (165)
83 -> 250 (165)
83 -> 272 (187)
83 -> 311 (131)
83 -> 337 (74)
83 -> 343 (189)
83 -> 392 (122)
84 -> 148 (101)
87 -> 5 (144)
87 -> 21 (136)
87 -> 30 (30)
87 -> 37 (94)
87 -> 52 (114)
87 -> 55 (114)
87 -> 65 (47)
87 -> 73 (100)
87 -> 79 (29)
87 -> 84 (101)
87 -> 93 (88)
87 -> 101 (132)
87 -> 109 (115)
87 -> 121 (124)
87 -> 158 (186)
87 -> 182 (129)
87 -> 184 (101)
87 -> 185 (118)
87 -> 201 (19)
87 -> 203 (164)
87 -> 210 (148)
87 -> 214 (80)
87 -> 218 (116)
87 -> 243 (81)
87 -> 259 (119)
87 -> 268 (58)
87 -> 281 (131)
87 -> 292 (132)
87 -> 311 (77)
87 -> 330 (64)
87 -> 337 (111)
87 -> 350 (115)
87 -> 354 (72)
87 -> 356 (98)
87 -> 359 (137)
87 -> 369 (161)
87 -> 376 (127)
88 -> 2 (167)
88 -> 41 (57)
88 -> 60 (164)
88 -> 73 (25)
88 -> 81 (62)
88 -> 87 (36)
88 -> 107 (139)
88 -> 116 (122)
88 -> 119 (15)
88 -> 124 (127)
88 -> 149 (166)
88 -> 157 (125)
88 -> 163 (13)
88 -> 170 (56)
88 -> 181 (80)
88 -> 193 (175)
88 -> 199 (172)
88 -> 210 (47)
88 -> 223 (172)
88 -> 245 (84)
88 -> 246 (90)
88 -> 247 (100)
88 -> 265 (101)
88 -> 278 (189)
88 -> 281 (9)
88 -> 285 (147)
88 -> 302 (74)
88 -> 308 (140)
88 -> 310 (104)
88 -> 319 (148)
88 -> 331 (138)
88 -> 337 (10)
88 -> 343 (56)
88 -> 352 (16)
88 -> 376 (4)
89 -> 265 (134)
90 -> 265 (131)
90 -> 311 (57)
93 -> 311 (88)
95 -> 20 (160)
95 -> 72 (139)
95 -> 89 (50)
95 -> 116 (68)
95 -> 127 (15)
95 -> 153 (71)
95 -> 169 (184)
95 -> 193 (182)
95 -> 205 (10)
95 -> 233 (28)
95 -> 240 (104)
95 -> 271 (154)
95 -> 287 (147)
95 -> 296 (171)
95 -> 310 (14)
95 -> 314 (8)
95 -> 324 (177)
95 -> 328 (126)
95 -> 338 (110)
95 -> 344 (150)
95 -> 360 (198)
95 -> 373 (39)
95 -> 378 (110)
95 -> 379 (104)
95 -> 380 (117)
95 -> 398 (131)
96 -> 3 (39)
97 -> 61 (98)
98 -> 12 (196)
98 -> 61 (180)
98 -> 70 (93)
98 -> 99 (131)
98 -> 121 (42)
98 -> 126 (73)
98 -> 160 (30)
98 -> 165 (12)
98 -> 167 (67)
98 -> 171 (54)
98 -> 172 (112)
98 -> 183 (110)
98 -> 184 (53)
98 -> 198 (136)
98 -> 200 (153)
98 -> 222 (57)
98 -> 262 (124)
98 -> 266 (70)
98 -> 273 (121)
98 -> 288 (73)
98 -> 301 (96)
98 -> 303 (184)
98 -> 307 (135)
98 -> 311 (71)
98 -> 335 (125)
98 -> 343 (58)
98 -> 345 (72)
98 -> 347 (112)
98 -> 394 (101)
99 -> 3 (189)
101 -> 38 (82)
101 -> 148 (50)
102 -> 132 (87)
102 -> 265 (87)
104 -> 311 (194)
107 -> 193 (112)
107 -> 265 (27)
108 -> 97 (13)
109 -> 148 (115)
110 -> 240 (174)
110 -> 311 (2)
111 -> 343 (116)
112 -> 245 (189)
113 -> 28 (126)
113 -> 89 (84)
113 -> 140 (94)
113 -> 159 (117)
113 -> 245 (161)
114 -> 343 (158)
115 -> 3 (172)
116 -> 59 (190)
117 -> 3 (142)
117 -> 34 (96)
117 -> 50 (80)
117 -> 53 (47)
117 -> 56 (117)
117 -> 112 (116)
117 -> 246 (16)
117 -> 251 (38)
117 -> 270 (29)
117 -> 295 (24)
117 -> 313 (169)
117 -> 332 (5)
117 -> 374 (134)
117 -> 386 (129)
117 -> 393 (88)
117 -> 397 (168)
119 -> 193 (195)
120 -> 311 (182)
121 -> 3 (166)
122 -> 374 (18)
124 -> 286 (78)
124 -> 343 (49)
125 -> 3 (68)
126 -> 364 (73)
